user_id,failed_logins,login_hour,new_devices,downloads_per_day,external_shares,sensitive_file_access,privilege_requests,label
USER_05432,0,11,0,25,0,2,0,0
USER_05433,1,12,0,68,0,3,1,0
USER_05434,1,21,1,13,1,1,0,0
USER_05435,10,1,0,49,5,9,1,1
USER_05436,3,11,0,11,3,2,0,0
USER_05437,2,5,0,69,5,11,1,1
USER_05438,0,12,0,39,0,2,0,0
USER_05439,1,0,0,19,2,9,1,0
USER_05440,2,18,1,73,0,1,0,0
USER_05441,1,14,1,18,2,4,0,0
USER_05442,5,5,1,139,5,11,1,1
USER_05443,6,23,1,18,7,3,3,0
USER_05444,6,0,1,49,8,7,3,1
USER_05445,4,7,0,118,5,7,0,0
USER_05446,2,15,0,20,2,4,0,0
USER_05447,3,6,0,81,5,6,0,0
USER_05448,0,18,0,17,0,3,0,1
USER_05449,2,13,0,17,0,3,0,1
USER_05450,2,13,0,19,2,2,0,0
USER_05451,2,11,0,57,0,11,0,1
USER_05452,1,17,0,61,1,0,0,0
USER_05453,2,0,2,156,11,10,0,1
USER_05454,1,15,0,45,0,3,0,0
USER_05455,4,6,0,42,6,6,2,1
USER_05456,2,13,0,20,0,3,1,0
USER_05457,0,16,1,10,0,6,0,0
USER_05458,0,18,0,53,0,2,0,0
USER_05459,3,9,2,12,0,3,0,1
USER_05460,2,12,0,10,1,0,0,0
USER_05461,0,12,0,33,2,4,0,0
USER_05462,1,13,0,18,0,5,1,0
USER_05463,1,11,1,54,0,2,1,0
USER_05464,11,2,1,29,6,8,0,1
USER_05465,0,13,0,19,0,3,0,0
USER_05466,7,4,0,231,7,8,2,1
USER_05467,4,3,1,18,4,9,3,0
USER_05468,1,14,3,15,1,4,0,0
USER_05469,1,18,1,21,1,2,0,0
USER_05470,1,14,0,4,1,2,0,0
USER_05471,2,16,1,24,1,4,1,0
USER_05472,0,17,1,6,1,6,1,0
USER_05473,5,2,1,126,6,10,0,1
USER_05474,0,20,0,27,0,1,0,0
USER_05475,0,13,1,66,1,5,0,0
USER_05476,0,16,0,17,2,3,0,0
USER_05477,1,14,0,26,0,4,1,0
USER_05478,2,15,0,11,2,1,1,0
USER_05479,0,14,0,23,2,3,0,0
USER_05480,8,4,0,134,8,6,0,1
USER_05481,1,11,0,21,1,2,1,1
USER_05482,0,14,0,38,1,5,1,0
USER_05483,1,9,0,13,1,4,0,0
USER_05484,1,10,0,83,2,3,0,0
USER_05485,2,1,1,178,6,7,1,1
USER_05486,8,4,2,32,8,9,4,1
USER_05487,9,0,3,66,9,11,3,1
USER_05488,0,18,0,17,4,2,0,0
USER_05489,2,16,1,33,0,4,0,0
USER_05490,5,20,2,98,6,12,4,1
USER_05491,0,0,0,23,0,5,0,0
USER_05492,1,14,0,74,0,4,0,0
USER_05493,1,8,0,30,2,1,1,0
USER_05494,1,9,0,8,2,7,0,0
USER_05495,8,21,3,77,4,5,4,1
USER_05496,1,8,1,21,0,2,0,0
USER_05497,3,1,1,48,6,8,1,1
USER_05498,1,12,2,32,2,3,1,0
USER_05499,3,20,0,31,1,2,0,0
USER_05500,1,9,0,19,0,7,0,0
USER_05501,0,16,0,8,0,4,0,1
USER_05502,1,12,0,28,0,6,0,0
USER_05503,0,11,0,13,1,1,0,0
USER_05504,2,18,0,41,2,3,0,0
USER_05505,4,19,2,96,3,4,3,0
USER_05506,2,10,0,128,0,2,0,0
USER_05507,1,11,0,13,2,2,0,0
USER_05508,1,9,0,29,2,2,0,0
USER_05509,6,5,1,32,6,6,3,1
USER_05510,1,10,1,77,2,3,0,0
USER_05511,0,7,0,14,1,3,0,0
USER_05512,1,10,1,29,2,1,0,0
USER_05513,1,10,0,33,1,5,1,0
USER_05514,1,14,1,40,1,6,0,0
USER_05515,3,8,0,34,1,3,0,0
USER_05516,5,3,0,21,4,10,0,1
USER_05517,3,5,0,41,1,4,0,1
USER_05518,1,10,0,26,3,1,1,0
USER_05519,3,12,1,9,4,3,0,0
USER_05520,4,12,1,14,3,3,0,0
USER_05521,2,13,0,47,0,4,1,0
USER_05522,0,8,0,40,1,3,0,0
USER_05523,2,20,0,9,2,4,1,0
USER_05524,1,19,1,19,2,7,1,0
USER_05525,1,4,0,13,3,2,1,0
USER_05526,10,16,3,88,7,9,3,1
USER_05527,1,12,0,20,1,4,0,0
USER_05528,4,13,0,26,1,2,0,1
USER_05529,2,1,1,11,4,9,0,0
USER_05530,4,11,1,116,5,9,2,1
USER_05531,0,13,0,18,1,3,1,0
USER_05532,5,3,2,132,12,14,1,1
USER_05533,2,19,0,28,0,3,0,0
USER_05534,3,13,0,16,1,6,0,0
USER_05535,10,7,1,37,4,14,2,1
USER_05536,5,0,3,228,4,13,1,1
USER_05537,1,12,0,16,0,4,0,0
USER_05538,0,18,1,13,1,3,0,0
USER_05539,2,9,0,40,0,0,0,0
USER_05540,1,6,0,61,0,1,0,0
USER_05541,5,0,2,238,2,10,0,0
USER_05542,3,15,0,23,1,4,1,1
USER_05543,2,10,0,32,2,5,0,0
USER_05544,2,12,1,17,0,2,0,0
USER_05545,1,16,0,23,1,1,2,0
USER_05546,1,8,0,14,0,7,0,0
USER_05547,5,3,2,39,5,10,1,1
USER_05548,0,14,0,21,0,3,1,0
USER_05549,1,15,1,43,1,4,0,0
USER_05550,1,11,0,40,1,3,1,0
USER_05551,0,18,1,29,0,4,0,0
USER_05552,2,11,0,30,1,2,1,0
USER_05553,1,16,1,14,0,2,0,0
USER_05554,2,17,0,14,2,2,0,0
USER_05555,0,4,1,8,0,5,0,1
USER_05556,5,0,2,82,3,15,2,1
USER_05557,2,9,0,15,1,4,0,0
USER_05558,1,11,0,40,1,4,0,1
USER_05559,2,17,0,41,2,0,0,0
USER_05560,2,11,0,23,0,3,0,0
USER_05561,5,17,1,91,3,8,2,1
USER_05562,0,16,0,13,1,1,0,0
USER_05563,1,14,0,21,0,1,0,0
USER_05564,3,9,1,10,0,2,0,0
USER_05565,8,4,1,121,5,8,3,1
USER_05566,3,14,0,22,1,5,0,0
USER_05567,3,7,1,11,0,5,0,0
USER_05568,2,13,0,36,1,5,1,0
USER_05569,2,14,0,16,0,0,1,0
USER_05570,6,5,0,98,6,3,0,1
USER_05571,0,7,1,14,0,4,1,0
USER_05572,1,8,0,35,0,1,0,0
USER_05573,0,11,0,9,0,2,0,0
USER_05574,5,9,2,65,6,6,5,0
USER_05575,3,17,0,14,0,3,0,0
USER_05576,3,8,0,15,0,5,1,0
USER_05577,4,16,0,44,6,9,3,1
USER_05578,2,6,0,17,1,1,1,1
USER_05579,6,6,2,161,12,13,1,1
USER_05580,4,4,0,49,4,8,0,1
USER_05581,2,16,0,36,2,3,0,0
USER_05582,1,12,0,40,1,1,0,0
USER_05583,2,12,0,24,0,4,0,1
USER_05584,6,23,4,46,3,5,1,1
USER_05585,6,22,2,21,2,8,2,0
USER_05586,4,4,1,53,2,11,1,1
USER_05587,1,12,0,24,0,3,0,0
USER_05588,1,13,2,23,2,0,0,0
USER_05589,1,9,0,46,0,1,0,0
USER_05590,1,14,1,24,1,0,0,0
USER_05591,1,15,0,27,1,1,1,0
USER_05592,4,1,1,35,6,17,1,1
USER_05593,0,15,1,77,1,6,0,0
USER_05594,2,12,0,16,1,4,0,0
USER_05595,0,19,0,21,0,4,0,0
USER_05596,2,18,2,41,1,2,1,0
USER_05597,5,12,2,421,2,12,0,1
USER_05598,0,19,0,21,2,6,0,1
USER_05599,3,14,1,98,1,4,0,0
USER_05600,0,8,0,41,1,7,0,0
USER_05601,2,10,1,17,1,2,0,0
USER_05602,0,11,0,15,1,1,0,0
USER_05603,2,4,1,15,4,10,3,1
USER_05604,2,15,1,37,7,11,0,1
USER_05605,2,13,0,22,1,2,0,0
USER_05606,2,13,0,25,2,3,1,0
USER_05607,1,20,1,31,3,5,2,1
USER_05608,2,12,0,23,1,1,0,0
USER_05609,0,12,0,25,3,3,0,0
USER_05610,4,5,2,95,3,3,0,1
USER_05611,2,14,0,51,1,5,0,0
USER_05612,2,19,2,52,5,8,2,0
USER_05613,1,12,1,57,1,0,0,0
USER_05614,2,14,0,51,0,1,0,0
USER_05615,0,19,0,20,2,2,1,0
USER_05616,2,11,2,58,0,1,1,0
USER_05617,1,16,1,30,1,0,0,0
USER_05618,4,7,0,186,8,9,1,0
USER_05619,0,16,0,33,0,2,0,0
USER_05620,1,11,1,18,1,4,2,0
USER_05621,2,16,0,20,0,4,1,0
USER_05622,0,9,0,20,0,5,1,0
USER_05623,0,17,0,32,0,5,0,0
USER_05624,1,13,1,29,0,1,0,0
USER_05625,2,14,0,46,0,1,0,0
USER_05626,0,13,0,61,3,2,0,1
USER_05627,5,5,0,129,4,10,2,1
USER_05628,2,7,1,65,8,6,3,1
USER_05629,1,10,0,27,1,2,1,0
USER_05630,1,15,0,17,2,4,0,0
USER_05631,2,9,1,25,2,2,0,0
USER_05632,1,12,0,30,1,1,0,0
USER_05633,4,9,0,61,0,1,0,0
USER_05634,2,12,0,15,4,2,0,0
USER_05635,1,6,1,23,3,1,1,0
USER_05636,2,17,0,28,0,2,1,0
USER_05637,3,15,0,38,0,1,0,0
USER_05638,7,4,1,79,2,4,2,1
USER_05639,2,14,0,19,0,0,0,0
USER_05640,1,17,0,15,2,1,0,0
USER_05641,1,11,2,17,1,5,0,0
USER_05642,3,6,2,65,9,12,3,1
USER_05643,3,20,1,237,3,9,0,0
USER_05644,1,13,1,63,1,8,1,0
USER_05645,1,8,0,29,0,5,0,1
USER_05646,0,18,0,19,1,4,0,0
USER_05647,0,12,1,59,0,3,0,0
USER_05648,0,14,0,45,0,2,0,0
USER_05649,0,10,0,24,1,6,0,0
USER_05650,5,12,0,13,0,3,0,0
USER_05651,9,5,1,50,6,10,1,1
USER_05652,0,10,0,52,2,4,0,0
USER_05653,3,7,0,47,0,1,1,0
USER_05654,1,12,0,28,0,4,1,0
USER_05655,2,10,0,44,1,2,0,0
USER_05656,3,21,0,18,1,1,0,1
USER_05657,6,19,4,104,7,9,3,1
USER_05658,3,4,2,51,5,15,0,1
USER_05659,0,16,0,27,2,4,0,0
USER_05660,3,6,1,52,2,11,1,0
USER_05661,1,12,0,30,1,3,0,0
USER_05662,2,15,0,10,2,4,1,0
USER_05663,1,15,1,41,1,5,0,0
USER_05664,1,13,0,124,2,5,0,0
USER_05665,0,12,0,13,1,3,0,0
USER_05666,1,16,1,29,1,2,0,0
USER_05667,4,17,0,24,1,2,0,0
USER_05668,6,2,2,32,4,5,2,1
USER_05669,0,15,0,19,1,2,1,0
USER_05670,4,5,2,82,7,9,1,1
USER_05671,1,17,1,12,1,1,0,0
USER_05672,2,19,1,19,5,8,0,0
USER_05673,3,12,2,21,1,2,0,0
USER_05674,1,11,1,88,0,3,2,0
USER_05675,0,19,0,51,0,6,0,0
USER_05676,4,20,1,144,4,8,2,0
USER_05677,2,12,0,47,1,1,0,0
USER_05678,2,8,0,51,1,3,0,0
USER_05679,5,2,3,43,5,4,1,1
USER_05680,2,11,0,15,1,2,0,0
USER_05681,3,21,3,132,9,8,4,0
USER_05682,0,13,0,7,0,2,0,0
USER_05683,3,21,0,31,3,7,1,1
USER_05684,2,19,1,50,5,4,0,0
USER_05685,2,14,1,31,0,3,0,0
USER_05686,2,11,0,40,1,0,0,0
USER_05687,1,13,0,30,1,2,0,0
USER_05688,4,13,1,31,1,2,0,0
USER_05689,2,23,2,109,2,10,2,1
USER_05690,4,10,1,164,3,8,1,1
USER_05691,0,14,0,28,1,2,0,0
USER_05692,1,16,0,24,1,2,0,0
USER_05693,2,20,0,17,0,1,0,0
USER_05694,2,22,2,196,2,8,1,1
USER_05695,3,18,0,16,8,9,0,1
USER_05696,1,12,1,30,0,3,0,0
USER_05697,3,13,0,14,2,0,0,0
USER_05698,5,1,3,98,3,12,2,1
USER_05699,8,5,1,242,9,6,1,1
USER_05700,0,8,0,25,0,1,0,0
USER_05701,2,2,2,97,5,11,2,1
USER_05702,5,13,0,14,2,4,1,0
USER_05703,4,12,1,7,3,1,1,0
USER_05704,5,3,2,134,7,9,3,1
USER_05705,1,11,0,27,1,0,0,0
USER_05706,1,14,0,45,2,1,1,0
USER_05707,10,13,0,732,4,6,1,0
USER_05708,9,0,0,34,6,12,1,1
USER_05709,2,13,0,60,3,7,0,0
USER_05710,2,14,1,15,2,3,1,0
USER_05711,3,2,0,70,3,10,0,1
USER_05712,2,12,0,50,1,3,0,0
USER_05713,5,3,1,164,6,9,3,1
USER_05714,2,12,0,17,0,7,0,0
USER_05715,3,17,0,28,0,3,0,0
USER_05716,3,14,0,13,2,2,0,0
USER_05717,2,22,5,40,3,3,1,0
USER_05718,5,1,1,34,5,13,1,0
USER_05719,0,10,1,14,2,3,0,0
USER_05720,3,17,0,19,0,5,1,0
USER_05721,4,23,1,245,8,7,3,1
USER_05722,0,17,0,58,0,0,1,0
USER_05723,1,12,1,34,1,4,0,0
USER_05724,6,3,1,60,2,7,0,1
USER_05725,2,9,2,204,8,8,1,1
USER_05726,4,16,1,46,8,6,0,0
USER_05727,0,20,0,19,0,4,0,0
USER_05728,2,9,0,37,1,2,0,0
USER_05729,3,7,0,189,4,8,2,0
USER_05730,2,13,0,29,0,3,0,0
USER_05731,0,13,0,63,0,5,0,0
USER_05732,5,11,1,96,4,4,2,1
USER_05733,0,11,1,28,0,2,0,0
USER_05734,1,4,1,40,7,7,0,1
USER_05735,0,15,0,17,0,3,1,0
USER_05736,2,6,1,123,6,12,1,1
USER_05737,0,15,0,18,0,5,0,0
USER_05738,2,13,0,15,2,5,0,0
USER_05739,6,0,0,89,2,6,1,1
USER_05740,3,12,0,41,1,4,0,0
USER_05741,6,12,0,57,6,6,1,1
USER_05742,2,14,0,25,0,1,0,0
USER_05743,4,4,2,12,5,8,2,1
USER_05744,1,0,2,115,3,7,1,0
USER_05745,0,19,1,15,2,4,0,0
USER_05746,3,13,0,39,0,3,0,1
USER_05747,0,13,0,27,0,1,0,0
USER_05748,5,1,0,154,7,9,1,1
USER_05749,5,7,3,22,4,7,3,0
USER_05750,5,7,2,40,4,12,4,1
USER_05751,1,7,0,63,1,3,0,0
USER_05752,1,16,0,10,2,4,0,0
USER_05753,4,10,3,68,11,4,2,1
USER_05754,2,22,1,233,1,14,0,0
USER_05755,6,11,0,30,1,2,1,0
USER_05756,0,13,0,6,1,3,0,0
USER_05757,5,8,0,32,0,2,0,0
USER_05758,1,17,0,17,0,7,1,0
USER_05759,1,13,0,58,3,3,1,0
USER_05760,0,5,0,14,3,1,1,1
USER_05761,1,12,0,37,1,4,0,0
USER_05762,3,9,1,113,6,14,0,1
USER_05763,4,11,1,42,8,18,2,1
USER_05764,9,21,2,82,8,13,3,1
USER_05765,2,18,0,36,1,1,0,0
USER_05766,1,16,0,21,1,2,0,0
USER_05767,1,11,1,25,1,6,0,0
USER_05768,3,16,1,30,1,3,0,0
USER_05769,1,14,0,35,2,3,0,0
USER_05770,5,8,1,193,3,10,2,1
USER_05771,6,10,4,51,15,14,1,1
USER_05772,5,11,2,278,3,5,1,1
USER_05773,1,8,1,31,0,3,0,0
USER_05774,4,14,0,57,2,8,0,1
USER_05775,2,12,0,15,0,4,0,0
USER_05776,3,15,1,31,1,2,2,0
USER_05777,2,2,3,101,4,8,0,0
USER_05778,4,18,0,13,1,4,0,0
USER_05779,8,0,0,44,8,9,2,1
USER_05780,1,14,0,25,1,0,0,0
USER_05781,7,2,0,64,6,7,0,1
USER_05782,1,7,3,68,6,12,1,1
USER_05783,3,6,0,19,0,2,0,1
USER_05784,4,22,4,95,7,12,5,1
USER_05785,1,8,0,52,0,5,1,0
USER_05786,5,6,3,148,7,9,0,0
USER_05787,3,20,1,114,2,9,2,1
USER_05788,3,4,1,192,3,12,1,1
USER_05789,3,1,1,145,4,9,1,1
USER_05790,1,17,0,27,2,1,0,0
USER_05791,2,5,0,66,4,6,1,1
USER_05792,1,12,1,43,1,3,1,0
USER_05793,2,14,1,23,1,1,0,1
USER_05794,0,13,0,28,0,2,0,0
USER_05795,4,3,2,93,9,9,4,1
USER_05796,1,18,0,98,0,3,0,0
USER_05797,2,11,0,75,1,5,1,0
USER_05798,4,2,1,95,2,7,4,1
USER_05799,2,15,2,24,0,1,0,0
USER_05800,2,9,1,15,0,3,1,0
USER_05801,0,15,1,54,1,4,0,0
USER_05802,1,13,0,32,2,3,0,0
USER_05803,5,22,2,268,7,10,0,0
USER_05804,0,15,0,41,2,4,0,1
USER_05805,4,11,2,16,2,3,0,0
USER_05806,3,23,1,147,8,13,0,1
USER_05807,6,1,1,155,9,9,2,1
USER_05808,3,4,2,160,5,10,3,1
USER_05809,0,21,1,16,3,5,0,0
USER_05810,8,3,2,477,3,11,3,1
USER_05811,2,9,2,43,2,2,0,1
USER_05812,1,12,0,6,1,0,0,0
USER_05813,2,19,0,27,1,2,0,0
USER_05814,6,3,0,51,4,9,0,1
USER_05815,1,10,0,34,1,5,0,0
USER_05816,2,3,2,47,3,10,2,1
USER_05817,0,15,0,39,2,4,1,0
USER_05818,1,15,1,7,0,2,0,0
USER_05819,2,7,1,19,2,5,0,0
USER_05820,2,9,0,21,0,3,0,1
USER_05821,1,8,0,62,1,2,0,0
USER_05822,4,9,3,51,6,8,1,0
USER_05823,10,2,3,115,3,9,0,1
USER_05824,0,6,0,35,0,1,1,0
USER_05825,2,9,0,117,2,3,0,0
USER_05826,0,7,0,19,0,0,1,0
USER_05827,4,16,0,21,3,3,1,1
USER_05828,0,20,0,51,0,3,1,0
USER_05829,1,14,0,44,0,1,1,0
USER_05830,5,1,1,35,6,10,1,1
USER_05831,1,13,1,36,1,5,0,1
USER_05832,1,12,0,25,0,4,3,0
USER_05833,1,15,0,10,0,2,0,0
USER_05834,5,10,1,11,0,2,0,0
USER_05835,4,15,1,31,0,3,2,0
USER_05836,1,12,0,12,0,6,0,0
USER_05837,1,18,1,45,11,7,0,0
USER_05838,0,11,0,22,1,4,0,0
USER_05839,1,6,0,52,1,4,0,0
USER_05840,1,16,0,36,1,4,0,0
USER_05841,1,13,2,16,2,3,0,0
USER_05842,4,13,0,41,1,3,0,1
USER_05843,0,20,0,36,3,2,0,0
USER_05844,0,13,2,27,3,4,0,0
USER_05845,1,10,1,42,0,3,0,0
USER_05846,3,0,2,131,3,12,4,1
USER_05847,5,0,0,90,5,11,1,1
USER_05848,1,14,0,14,1,2,0,0
USER_05849,3,8,2,7,1,1,0,0
USER_05850,6,1,1,22,4,6,1,1
USER_05851,8,4,3,152,7,8,1,1
USER_05852,1,5,4,138,3,9,0,1
USER_05853,2,13,0,41,1,2,0,0
USER_05854,1,8,1,10,1,2,0,0
USER_05855,1,11,1,14,1,2,0,0
USER_05856,4,1,1,178,3,11,0,1
USER_05857,1,13,1,23,0,4,0,0
USER_05858,1,11,2,36,1,3,0,0
USER_05859,4,12,0,10,1,4,0,0
USER_05860,3,15,0,65,1,4,1,0
USER_05861,1,18,2,20,1,4,0,0
USER_05862,0,12,1,61,1,3,0,0
USER_05863,1,10,0,39,0,1,1,0
USER_05864,5,6,0,79,4,9,0,1
USER_05865,0,16,0,16,1,3,0,0
USER_05866,2,13,0,6,1,5,0,0
USER_05867,4,6,1,33,5,17,2,1
USER_05868,3,2,4,121,2,8,2,1
USER_05869,2,10,0,16,1,4,1,0
USER_05870,1,13,0,12,0,5,0,0
USER_05871,1,15,0,17,0,4,1,0
USER_05872,2,14,0,15,1,3,0,0
USER_05873,1,10,1,14,1,5,0,0
USER_05874,2,12,1,27,0,4,0,1
USER_05875,1,13,1,8,2,2,0,0
USER_05876,2,9,0,40,1,2,0,0
USER_05877,0,12,0,23,1,4,0,0
USER_05878,1,18,0,30,0,4,1,0
USER_05879,2,0,4,174,7,11,0,1
USER_05880,0,12,1,19,0,2,0,0
USER_05881,1,13,0,9,0,1,0,0
USER_05882,2,12,1,124,2,4,2,0
USER_05883,3,2,3,51,8,6,3,1
USER_05884,5,20,1,90,4,7,2,1
USER_05885,1,14,0,33,1,2,1,0
USER_05886,0,17,1,22,0,1,0,0
USER_05887,0,17,1,13,1,8,0,0
USER_05888,1,15,0,13,0,0,2,0
USER_05889,4,15,1,159,4,6,1,1
USER_05890,2,9,1,21,0,1,1,0
USER_05891,8,9,2,456,1,9,0,1
USER_05892,1,8,0,40,0,2,0,0
USER_05893,2,12,1,21,0,2,0,0
USER_05894,4,23,1,201,7,14,0,1
USER_05895,2,15,0,16,0,5,0,0
USER_05896,3,0,2,34,3,8,2,0
USER_05897,1,13,1,42,0,5,0,0
USER_05898,8,12,0,16,8,2,1,0
USER_05899,1,14,1,10,2,2,1,0
USER_05900,2,13,1,20,0,0,0,0
USER_05901,6,1,7,222,2,4,1,1
USER_05902,1,20,0,55,1,0,0,0
USER_05903,1,18,1,24,1,2,0,0
USER_05904,4,3,2,29,7,7,0,1
USER_05905,0,11,0,25,1,4,0,0
USER_05906,3,21,3,181,4,9,0,1
USER_05907,3,11,0,77,1,6,0,1
USER_05908,1,7,0,51,1,6,2,0
USER_05909,2,13,1,30,1,2,1,0
USER_05910,1,12,1,14,1,3,0,0
USER_05911,3,18,2,46,2,5,2,1
USER_05912,1,11,0,28,2,6,0,0
USER_05913,0,13,0,19,0,4,1,0
USER_05914,1,11,0,14,2,3,0,0
USER_05915,2,11,2,22,2,2,0,0
USER_05916,1,20,0,18,1,1,0,0
USER_05917,5,8,1,105,4,9,2,1
USER_05918,6,5,0,41,4,7,3,1
USER_05919,3,9,0,569,7,9,1,1
USER_05920,2,10,0,25,1,2,0,0
USER_05921,3,9,0,36,0,2,0,0
USER_05922,2,12,0,52,1,3,0,0
USER_05923,5,11,2,58,4,12,0,1
USER_05924,3,16,1,15,1,5,0,0
USER_05925,1,10,0,9,0,4,0,0
USER_05926,1,14,0,69,0,3,0,0
USER_05927,4,9,1,50,5,16,2,0
USER_05928,5,13,1,74,7,8,1,1
USER_05929,2,1,2,101,4,6,2,1
USER_05930,4,10,0,13,1,4,0,1
USER_05931,3,1,2,74,3,7,1,1
USER_05932,2,14,0,16,2,5,0,0
USER_05933,0,9,0,20,1,7,2,0
USER_05934,0,18,0,10,0,4,0,0
USER_05935,3,13,0,17,1,4,0,0
USER_05936,1,12,0,20,0,2,0,0
USER_05937,3,15,1,27,0,4,0,0
USER_05938,0,17,0,75,1,3,1,0
USER_05939,0,9,0,4,1,3,1,0
USER_05940,3,4,0,135,7,11,1,1
USER_05941,1,13,0,17,2,3,0,0
USER_05942,1,12,0,20,3,2,0,0
USER_05943,0,11,0,15,0,3,0,0
USER_05944,3,3,2,40,3,14,1,1
USER_05945,2,8,0,9,2,1,0,0
USER_05946,2,10,0,43,1,4,0,0
USER_05947,1,7,0,19,0,4,0,1
USER_05948,0,16,0,73,0,1,0,0
USER_05949,0,14,0,43,0,4,2,0
USER_05950,1,14,0,39,0,2,0,0
USER_05951,2,11,0,107,0,3,1,0
USER_05952,1,12,1,18,1,1,0,1
USER_05953,0,12,0,39,0,2,2,0
USER_05954,2,14,0,8,1,4,0,0
USER_05955,5,8,0,33,1,4,0,0
USER_05956,2,13,0,35,1,2,0,0
USER_05957,1,15,1,41,0,10,1,0
USER_05958,1,15,0,15,2,4,2,0
USER_05959,0,20,0,30,1,3,1,0
USER_05960,2,14,1,18,0,1,0,0
USER_05961,2,16,0,19,1,3,1,0
USER_05962,3,16,1,20,0,3,0,0
USER_05963,1,10,0,26,1,5,0,0
USER_05964,0,16,1,27,1,3,0,0
USER_05965,0,6,0,51,1,2,1,0
USER_05966,2,10,0,47,1,4,0,1
USER_05967,4,1,4,99,8,5,1,1
USER_05968,2,9,0,36,1,3,0,0
USER_05969,1,17,1,27,1,1,1,0
USER_05970,1,1,2,451,4,11,3,0
USER_05971,2,15,0,23,0,4,0,0
USER_05972,2,14,2,34,0,1,0,0
USER_05973,2,12,1,45,0,4,0,0
USER_05974,1,0,1,235,7,12,1,1
USER_05975,4,11,0,52,3,9,1,1
USER_05976,3,17,0,45,1,3,0,0
USER_05977,4,8,2,329,6,10,1,1
USER_05978,0,8,0,23,1,1,0,0
USER_05979,1,12,0,22,0,2,0,0
USER_05980,0,14,0,16,1,5,0,0
USER_05981,5,16,1,34,2,3,0,0
USER_05982,1,15,0,10,4,3,0,0
USER_05983,5,6,1,158,4,5,0,0
USER_05984,0,11,1,23,0,3,0,0
USER_05985,1,11,0,12,3,4,1,0
USER_05986,0,17,1,42,0,1,1,0
USER_05987,2,10,2,17,1,1,2,0
USER_05988,0,9,0,28,1,1,1,0
USER_05989,2,8,3,74,8,10,1,1
USER_05990,4,16,0,16,0,4,0,0
USER_05991,0,14,0,54,0,9,0,0
USER_05992,1,4,0,22,0,5,0,0
USER_05993,1,23,0,256,7,9,3,1
USER_05994,4,2,1,593,3,8,2,1
USER_05995,0,17,0,23,1,3,1,0
USER_05996,0,8,1,17,2,5,2,0
USER_05997,1,15,1,12,1,1,0,0
USER_05998,2,2,0,191,8,9,3,1
USER_05999,3,12,1,112,5,10,1,1
USER_06000,3,5,0,23,8,7,2,1
USER_06001,2,12,1,20,1,2,0,1
USER_06002,0,13,0,50,2,2,0,0
USER_06003,0,19,1,39,0,1,0,0
USER_06004,2,17,0,28,0,1,0,0
USER_06005,0,16,0,15,2,3,0,0
USER_06006,0,16,1,31,1,2,0,0
USER_06007,2,20,0,16,0,3,0,0
USER_06008,8,5,1,55,3,10,0,1
USER_06009,5,1,0,72,8,9,1,1
USER_06010,7,1,0,302,6,9,2,1
USER_06011,6,22,1,88,5,12,1,0
USER_06012,2,10,5,49,2,7,3,0
USER_06013,0,17,0,47,2,2,0,0
USER_06014,1,12,0,15,2,1,0,0
USER_06015,2,13,1,21,2,2,0,0
USER_06016,2,14,0,61,1,0,0,0
USER_06017,0,11,1,60,1,4,0,0
USER_06018,2,2,4,83,7,8,1,1
USER_06019,4,4,3,60,4,10,2,1
USER_06020,3,13,0,125,5,9,1,0
USER_06021,5,12,0,101,8,9,3,1
USER_06022,6,3,2,13,3,11,3,1
USER_06023,3,13,0,21,0,3,0,0
USER_06024,8,0,2,107,6,9,3,1
USER_06025,0,3,3,259,5,12,1,1
USER_06026,4,3,0,23,5,5,2,1
USER_06027,2,12,0,18,0,0,0,0
USER_06028,2,14,0,29,0,1,0,0
USER_06029,2,5,1,36,4,3,0,1
USER_06030,1,8,0,19,6,4,0,0
USER_06031,1,10,0,17,0,4,0,0
USER_06032,1,9,0,16,0,3,1,1
USER_06033,0,8,0,24,0,2,0,0
USER_06034,0,13,1,12,3,2,0,0
USER_06035,4,9,0,58,3,9,0,0
USER_06036,5,8,3,185,2,7,1,0
USER_06037,5,1,0,373,2,8,0,1
USER_06038,0,4,0,11,3,5,1,1
USER_06039,2,14,0,9,1,1,0,1
USER_06040,4,15,0,13,3,8,0,0
USER_06041,2,10,0,29,1,4,0,0
USER_06042,3,10,2,27,1,2,0,0
USER_06043,1,23,2,26,7,10,2,1
USER_06044,4,1,1,79,3,7,0,0
USER_06045,1,9,0,24,1,2,0,0
USER_06046,1,10,0,26,1,4,0,0
USER_06047,1,8,1,19,0,4,1,0
USER_06048,1,15,0,48,0,3,0,0
USER_06049,0,11,0,21,1,6,0,0
USER_06050,4,13,1,43,0,2,0,1
USER_06051,3,15,0,45,1,0,0,0
USER_06052,1,11,0,9,2,4,0,0
USER_06053,5,6,5,65,3,9,1,0
USER_06054,1,15,1,42,0,2,0,0
USER_06055,1,15,1,38,0,2,0,0
USER_06056,2,19,0,10,0,7,0,0
USER_06057,1,14,1,19,2,5,0,0
USER_06058,1,13,0,18,1,4,0,0
USER_06059,5,2,1,132,7,13,3,1
USER_06060,8,6,0,139,6,10,1,1
USER_06061,0,13,1,17,0,6,0,0
USER_06062,2,11,0,20,1,3,0,0
USER_06063,0,14,0,10,0,2,1,0
USER_06064,0,14,1,23,2,5,0,0
USER_06065,0,12,2,73,0,7,0,0
